MOE_Code;MOE_Name;Address;Contact Person;Telephone;Telephone_Alt1;Telephone_Alt2;Email;Website;Year Opened;Longitude;Latitude;Area Administrative;Locality;Type;Ownership;Sector;School Administrator 1;School Administrator 2
K44001;New Life Presbyterian Preschool;Holy Trinity & Tate St;Ruth Ku;610-6019;;;newlifepresbyterianpreschool@gmail.com;https://new-life-presbyterian-preschool.business.site/;2014;-88.5626669;18.0928431;Orange Walk;Urban;Preschool;Presbyterian Schools;Government Aided;;
K64111;Our Lady of Bella Vista RC Preschool;Bella Vista Village;Vincent Nunez;665-8156;;;ladyvista2020@gmail.com;;2014;-88.5340734;16.5093409;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Saira Gutierrez;Alicia Ack
K34121;Our Lady of Guadalupe RC Preschool;Altamira, Corozal;Emmanuel J. gonzalez;605-7561;;;guadalupercschool@gmail.com;;2016;-88.3834572;18.4021551;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K12103;Our Lady of Lourdes Preschool;Maskall Village, Belize District;German Ramirez;636-3359;;;olls_maskall@yahoo.com;;2014;-88.313076;17.881997;Belize;Rural;Preschool;Catholic Schools;Government Aided;German Ramirez;
K34111;Patchakan RC Preschool;Patchakan Village, Corozal Dist;Teobalda Ruiz;403-5029;;;;;1984;-88.47301758;18.40201008;Corozal;Rural;Preschool;Catholic Schools;Government Aided;Teobalda Ruiz;
K42101;Pete Lizarraga Preschool;San Estevan;Senaida Blanco;634-6519;;;senaida.blanco@yahoo.com;;1982;-88.51224;18.156316;Orange Walk;Rural;Preschool;Government Schools;Government;Senaida Blanco;
K14101;Pilgrim Fellowship Mennonite Preschool;Hattieville, 16 miles George Price Hwy;Louis Ysaguirre;611-6011;;;pilgrimfms23@gmail.com;;1992;-88.397733;17.452039;Belize;Rural;Preschool;Mennonite Schools - Church Group;Private;Sheradale Neal;Lydia Esquiliano
K12003;Pine Street Community Preschool;2 Pine Street, Belize City;Tyvon Baiza;668-7990;;;pinestreetcommunitypreschool@gmail.com;;2022;-88.19860721;17.49717291;Belize;Urban;Preschool;Government Schools;Government;Gena Palacio Panton;
K58201;Placencia Elementary Ltd. Preschool;Sunset Point  Placencia Village;Lorette Logan;523-3828;628-4635;;llogan@peninsulacademy.net;;2013;-88.3679543;16.5130961;Stann Creek;Rural;Preschool;Private Schools;Private;Loretta Logan;Loretta Logan
K34002;Play World Methodist Preschool;57-1 st Ave, Corozal Town;Steven Peña;422-2839;;;;;1988;-88.3846929;18.3914223;Corozal;Urban;Preschool;Methodist Schools;Government Aided;Michael Williams;
K51101;Pomona Hope Preschool;New Sites, 11 miles, Pomona Valley;Melloney Meighan;631-1870;;;mellony_meighan@yahoo.com;;2014;-88.349628;16.993729;Stann Creek;Rural;Preschool;Baptist Schools;Government Aided;;
K12004;Port Loyola Community Preschool;Corner Central American Blvd & Fabers Rd;Ersella Griffith;610-6802;;;portloyolacps@gmail.com;;2014;-88.20001551;17.48844127;Belize;Urban;Preschool;Government Schools;Government;Elizabeth Pott, Principal;Shanda Thompson, Teacher
K31004;Presbyterian Day Preschool;Cristo Rey Village;Ditmar Ruiz;667-8406;;;;;2014;-88.49613895;18.34980796;Corozal;Rural;Preschool;Presbyterian Schools;Government Aided;;
K61002;Progressive Early Learning Center;Olivia Sentino Street Indianville Area;Shanon Sharlett Rodney;607-2238;;;progressive@gmail.com;;2004;-88.80945801;16.10280349;Toledo;Urban;Preschool;Private Schools;Private;Shannon Sharlet Rodney;
K30104;Progresso Rising Star Preschool;Progresso Village;Anirdy Cruz;624-1392;;;anirdycruz84@hotmail.com;;2014;-88.41093826;18.22866581;Corozal;Rural;Preschool;Government Schools;Government;Anirdy Cruz;
K64116;Pueblo Viejo RC Preschool;Pueblo Viejo Village,   Toledo District;Stephen Sho;661-5993;;;sasteve79@yahoo.com;;2011;-89.139379;16.207806;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Mr. Stephen Sho;Ms. Dalia C. Sho
K21014;QSI International School of Belize;11/13 Dean Crescent  University Heights  Belmopan;Linda Souders;832-2666;;;linda-souders@qsi.org;;2011;-88.761395;17.237347;Cayo;Urban;Preschool;Private Schools;Private;Linda Souders;
K30103;Ranchito Little Star Preschool;Ranchito Village;Yesenia Tun;402-2555;;;ranchitogovt@gmail.com;;2004;-88.4122235;18.3796863;Corozal;Rural;Preschool;Government Schools;Government;;
K54111;Red Bank Christian Preschool;Red Bank Village  Stann Creek;Ofelia Chiac;655-0481;;;redbankchristianpreschool2019@gmail.com;;2004;-88.56008;16.61964;Stann Creek;Rural;Preschool;Assemblies Of God Schools;Government Aided;Ofelia Chiac;Maria Acal
K28401;Red Creek Mennonite Preschool;Esperanza Village  Cayo District;Jonathan Yoder;671-4660;;;redcreekprivateschool@gmail.com;;2014;-89.04976;17.17381;Cayo;Rural;Preschool;Mennonite Schools - Church Group;Private;Jonathan Yoder;Arlen Lapp
K34109;Redeemer Presbyterian Preschool;San Narciso Village;Leydi  Carias (Patt);423-3104; 604-6222;;dayana0700@yahoo.com;;2006;-88.442672;18.348944;Corozal;Rural;Preschool;Presbyterian Schools;Government Aided;;
K41105;RHK's Preparatory Preschool;11 Seagull Street  Trial Farm  Orange walk;Rebecca Hernandez;623-2162;;;beckynandez51@gmail.com;;2022;-88.56666603;18.101881;Orange Walk;Rural;Preschool;Private Schools;Private;Rebecca Hernandez;
K54113;Richard Quinn RC Preschool;Georgetown Village;Desmond Ramirez;614-5811;;;richardquinnrcschool@gmail.com;;2014;-88.50952111;16.65261144;Stann Creek;Rural;Preschool;Catholic Schools;Government Aided;Adette Garcia;Rosalyn Lucas
K21010;Rosado's Preschool;8th St. San Ignacio;Arleni Gomez;607-8609;;;arleniegomez@gmail.com;;2014;-89.0781467;17.1578689;Cayo;Urban;Preschool;Private Schools;Private;Yolda Rosado;
K21107;Rose Glen Preschool;Spanish Lookout;Betty Thiessen;672-0325;;;roseglenschool@gmail.com;;2019;-89.0116314;17.27268181;Cayo;Rural;Preschool;Mennonite Schools - Spanish Lookout;Private;Betty Thiessen;
K64110;Sacred Heart Preschool;Crique Sarco Village;Victor Teul;6342719;;;sacredsarco@gmail.com;;2007;-89.105606;15.984;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Victor Teul;Marjorie Akal
K10103;Saint Agnes Anglican Preschool;La Democracia Village;Stephen Whyte;621-9528;;;stagnesanglicanschool@gmail.com;;2010;-88.55136;17.343174;Belize;Rural;Preschool;Anglican Schools;Government Aided;Michelle Turton;Dorla Antonio
K54106;Saint Alphonsus Preschool;Seine Bight;Lorris Moreira;665-3852;;;stalphonsusrc51201@gmail.com;;2013;-88.36658;16.56613;Stann Creek;Rural;Preschool;Catholic Schools;Government Aided;Lorris Moreira;Carla Flores
K24007;Saint Andrew's Anglican Preschool;San Ignacio, Cayo District;Dr. Jeremy Cayetano - General Manager;824-2991;;;elisharee@yahoo.com;;2022;-89.071738;17.162568;Cayo;Urban;Preschool;Anglican Schools;Government Aided;;
K54112;Saint Augustine Preschool;23 Mile Hummingbird Highway, Middlesex;Ernestine Jackson;602-6054;;;staugustine231@gmail.com;;2014;-88.51212;17.02708;Stann Creek;Rural;Preschool;Catholic Schools;Government Aided;Ernestine Jackson;Nikki Campbell
K34003;Saint Francis Xavier Preschool;Corner 1st Street North and 4 Avenue;Eloisa Middleton/Yareni Smith;402-2521;;;;;2011;-88.38581614;18.39089699;Corozal;Urban;Preschool;Catholic Schools;Government Aided;;
K24114;Saint Hilda's Anglican Preschool;Georgeville Village, Cayo District;Dr. Jeremy Cayetano;;;;;;2022;-88.97925;17.19352;Cayo;Rural;Preschool;Anglican Schools;Government Aided;;
K52101;Saint John's Memorial Anglican Preschool;Placencia Village;Marita Rowland;523-3170;;;st.johnsmemorial@gmail.com;;2014;-88.3702958;16.5212091;Stann Creek;Rural;Preschool;Anglican Schools;Government Aided;Stephen Whyte;Marita Rowland
K64002;Saint Joseph Anglican Preschool;30 George Price Street  Punta Gorda Town  Toledo District;Emely Ramirez;631-6330;;;ramirez.emily19@yahoo.com;;2014;-88.80295859;16.10025315;Toledo;Urban;Preschool;Anglican Schools;Government Aided;Emily Ramirez;Cliffara Cacho
K24103;Saint Joseph Preschool-Succotz;San Jose Succotz Village;Angelita Mai;;;;yureida_amarely@yahoo.com;;2016;-89.1270446;17.0840244;Cayo;Rural;Preschool;Catholic Schools;Government Aided;Sonia Valdez (Head Teacher);
K54116;Saint Jude RC Preschool;Maya Center;Sadie Coleman;635-6561;;;st.judercprimary@gmail.com;;2012;-88.3814957;16.7983079;Stann Creek;Rural;Preschool;Catholic Schools;Government Aided;Liberato Saqui;Victoria Bolon
K24111;Saint Margaret Mary RC Preschool;St. Margaret Village, Miles 32 Hummingbird Highway;Patricia Perez;622-3692;;;stmargaretmaryrcschool@gmail.com;;2015;-88.61246113;17.08976851;Cayo;Rural;Preschool;Catholic Schools;Government Aided;Patricia Perez;Yolanda Salam
K14001;Saint Martins Preschool;Corner Oleander St & Rose Lane;Dawn Wade;675-4457;;;st.martindeporresschool@gmail.com;;2014;-88.20147601;17.49984996;Belize;Urban;Preschool;Catholic Schools;Government Aided;Coretta Hernandez;
K54117;Saint Matthew's Anglican Preschool;Pomona  Stann Creek District;Anna Mae Ferguson;502-3589;;;stmatthew.anglican3589@gmail.com;;2017;-88.36676786;16.99555047;Stann Creek;Rural;Preschool;Anglican Schools;Government Aided;;
K20102;Saint Matthew's Government Preschool;St. Matthews Village;Delfina Escobar;610-9234;605-7889;636-2292;smgovtschool@yahoo.com;;2014;-88.64609264;17.27657462;Cayo;Rural;Preschool;Government Schools;Government;Shakeyra Berry;Delfina Escobar
K44103;Saint Michael RC Preschool;San Felipe Village;Marisol Tun;661-3570;;;tun_marisol21@hotmail.com;;2005;-88.77296322;17.8729365;Orange Walk;Rural;Preschool;Catholic Schools;Government Aided;;
K24107;Saint Michael RC Preschool;Monja Blanca Street  Belmopan;Emelia Barrera;605-0961;;;stmichaelrcpreschool@gmail.com;;2007;-88.77920194;17.2346677;Cayo;Urban;Preschool;Catholic Schools;Government Aided;Joan Sanchez;Emelia Barrera
K24112;Saint Oscar Romero Preschool;Valley of Peace Village  PO Box #190, Belmopan;Johnny Valencia;670-2799;;;monsignorromerorc@gmail.com;;2017;-88.8348297;17.3363676;Cayo;Rural;Preschool;Catholic Schools;Government Aided;Jhony Valencia;Janeth Dwenos
K64003;Saint Peter Claver Preschool;George Price Street,Punta Gorda Town;Telesforo Paquiul;702-2027;;;peterclaverschool@yahoo.com;;2014;-88.80604317;16.09776836;Toledo;Urban;Preschool;Catholic Schools;Government Aided;Telesforo Paquiul;Graciela Ticas
K42001;Saint Peter's Anglican Preschool;9 St. Peter's Street  Orange Walk Town  Orange Walk District, Belize;Rossana Briceno;322-3083;;;stpeteranglicanschool@gmail.com;;2014;-88.561989;18.082147;Orange Walk;Urban;Preschool;Anglican Schools;Government Aided;Mrs. Francelia Cantun;
K64120;Saint Stephen's Anglican Preschool;Monkey River Village;Kasia Gordon;662-1117;636-0436;;ststephensanglican8@gmail.com;;2014;-88.48554268;16.36225527;Toledo;Rural;Preschool;Anglican Schools;Government Aided;;
K24115;Saint Vincent Pallotti Roman Catholic Preschool;United Ville, Cayo District;Celia Usher - General Manager;;;;;;2022;-88.94284;17.20893;Cayo;Rural;Preschool;Catholic Schools;Government Aided;;
K64107;San Antonio Christian Preschool;San Antiono Village;Mr. Louis Chub;636-6902;;;louischub@yahoo.com;;2014;-89.02592314;16.2438451;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Mr. Louis Chub;Mrs. Eruperantia Cus
K22102;San Antonio Community Preschool;San Antonio Village;Nancy Jimenez;634-1001;;;nancyjimenezr80@gmail.com;sanantoniocommunitypreschool2019@yahoo.com;2008;-89.02376764;17.07936971;Cayo;Rural;Preschool;Government Schools;Government;Adelaida Coc;Nancy Jimenez
K30107;San Antonio Government Preschool;San Antonio Village;Nicasio Gonzalez;604-6277;;;;;2008;-88.39945084;18.40240233;Corozal;Rural;Preschool;Government Schools;Government;;
K64109;San Benito Poite Preschool;San Benito Polite Village;Domingo Teck;661-6817;;;dmng_teck@yahoo.com;;2014;-89.193061;16.112779;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Domingo Teck;Annita Teck
K44006;San Francisco Preschool;Price Avenue, Orange Walk Town;Teodora Senaida Toledano;302-2374;;;;;2014;-88.56684802;18.08217814;Orange Walk;Urban;Preschool;Catholic Schools;Government Aided;;
K21008;San Ignacio Preschool;9 West St., San Ignacio;Lisa Usher;600-6358;;;sanignaciopreschool@gmail.com;;1988;-89.07094;17.16007;Cayo;Urban;Preschool;Private Schools;Private;Lisa Usher (Principal);
K64119;San Isidro Government Preschool;San Isidro Village;Jose Funez;628-8400;;;sanisidroprimary@gmail.com;;2012;-88.54402495;16.50802041;Toledo;Rural;Preschool;Government Schools;Government;Anselma Wollery;Tanisha Torres
K34106;San Joaquin Preschool;San Joaquin Village;Humberto Juarez;423-0057;;;;;1954;-88.44273109;18.34877894;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K40104;San Jose Government Preschool;San Jose Village  Orange Walk;Omar Cabrera;614-9291;;;sanjosegov@gmail.com;;2016;-88.56918512;18.19686419;Orange Walk;Rural;Preschool;Government Schools;Government;Omar Cabrera;Bertha Cantun
K44102;San Jose Nuevo Palmar RC Preschool;San Jose Nueovo Palmar;Rosita Desideria Canul;322-0192;;;;;2014;-88.56682743;18.06054628;Orange Walk;Rural;Preschool;Catholic Schools;Government Aided;;
K64103;San Jose RC Preschool;San Jose Village;Midonio Cal;650-7921;;;cal.madz@yahoo.com;;2014;-89.094874;16.265834;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Midonio Cal;Fausta Cho
K51301;San Juan Bosco Preschool;Suan Juan Bosco Village;Victor Juarez;614-4290;;;sjboscorc@gmail.com;;2014;-88.5225968;16.56906681;Stann Creek;Rural;Preschool;Catholic Schools;Government Aided;Terri Westby Langford;Jane Palacio
K64106;San Miguel Preschool;San Miguel Village;Leonardo Cal;6154937;;;sanmiguelrcschool20@gmail.com;;2014;-88.933802;16.293903;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Leonard Cal;Bernadita Kus
K34112;San Narciso RC Preschool;San Narciso Village;Leticia Moralez (Ag. Princpal);403-3810;;;san.narciso.rc@gmail.com;;2013;-88.5245933;18.3015616;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K64104;San Pedro Columbia RC Preschool;San Pedro Columbia;Daniel Palma;631-7909;;;sanpedrocolumbiarc@gmail.com;;2014;-88.9574563;16.2715188;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Floriano Chun;Paula Requena
K30106;San Pedro Government Preschool;San Pedro Village;AbnerBobadilla;652-4538;;;;;2010;-88.4941397;18.3387883;Corozal;Rural;Preschool;Government Schools;Government;;
K11014;San Pedro Preschool;Ambergris Street, San Pedro Town;Rosela Guerrero;602-1733;;;sanpedro_preschool@hotmail.com;;1996;-87.96297325;17.92051454;Belize;Urban;Preschool;Private Schools;Private;Rosela Guerrero;Isaura Nunez
K11021;San Pedro Shining Stars Preschool;Rosewood street, Escalante Subdivision, San Pedro Town, Belize District;Avelina Heredia;226-3541;;;spshiningstars@gmail.com;;2014;-87.97784;17.90167;Belize;Urban;Preschool;Private Schools;Private;;
K34110;San Victor RC Preschool;San Victor Village;Ramiro Castillo;;;;;;2007;-88.57569464;18.26100978;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K10104;Sandhill Community Preschool;18 miles Phillip Goldson Highway, Sandhill Village;Patricia Jones;610-8965;;;patriciacantonjones43@gmail.com;;2014;-88.3725662;17.6373639;Belize;Rural;Preschool;Government Schools;Government;Patricia Jones;Grace Young
K51104;Sandy Creek Academy Preschool;Mile 7, Southern Highway  Silk Grass Village  Stann Creek District;Dr. Henry Canton;;;;sandycreekelementary@silkgrassfarms.com;;2023;-88.337766;16.888729;Stann Creek;Rural;Preschool;Private Schools;Private;;
K34107;Santa Clara Baptist Preschool;PO Box 264, Santa Clara Village;Carmita Canul;634-8005;;;carmitacanul@yahoo.com;;1986;-88.5093174;18.291194;Corozal;Rural;Preschool;Baptist Schools;Government Aided;Carmita Canul;
K50103;Santa Cruz Government Preschool;Santa Cruz Village  Stann Creek District;Giselle Serano Gamboa;613-4499;672-2175;;santacruzgovernment2020@gmail.com;;2017;-88.42847;16.69997;Stann Creek;Rural;Preschool;Government Schools;Government;Chloe Crawford;
K20006;Santa Cruz Government Preschool;Santa Cruz, Santa Elena;;;;;;;2021;-89.05149304;17.15926993;Cayo;Urban;Preschool;Government Schools;Government;Abelina Gonzalez;Wayne Casey
K24003;Santa Elena Baptist Preschool;Corner Carillo Puerto & George Price Ave;Lela Cowo;624-5722;;;vani88_b@yahoo.com;;2014;-89.06293;17.16207;Cayo;Urban;Preschool;Baptist Schools;Government Aided;Lela Cowo (Principal);
K40103;Santa Martha Government Preschool;Santa Martha Village;Alejandro Hernandez;669-8262;;;;;2014;-88.50202443;18.01564334;Orange Walk;Rural;Preschool;Government Schools;Government;Alejandro Hernandez;Berta Chi Acuna
K41003;Santa Teresa Preschool;26 Dunn Street;Irianna Emelia Leiva;661-6729;;;maria_thompson55@hotmail.com;;2005;-88.5639589;18.0836113;Orange Walk;Urban;Preschool;Private Schools;Private;Irianna Emelia Leiva;
K64114;Santa Teresa RC Preschool;Santa Teresa;Juan Chub;661-5869;601-1541;;santateresarc2021@gmail.com;;2014;-89.053362;16.13597;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Juan Chub;Severina Rash
K20002;Santiago Juan Community Preschool;17 Cabbage Bark Street, Santiago Juan Layout;Yadira Aldana;622-7174;;;santiagojuanpreschool@gmail.com;;2013;-89.0843125;17.1546875;Cayo;Urban;Preschool;Government Schools;Government;Yadira Aldana;Gina Escobar (Teacher)
K32102;Sarteneja Community Preschool;Sarteneja Village;Sara Cobb;625-1851;;;sarisusan72@gmail.com;;1988;-88.1479095;18.3542153;Corozal;Rural;Preschool;Government Schools;Government;;
K34122;Sarteneja La Inmaculada RC  Preschool;Primitivo Aragon Avenue,  Sarteneja Village,  Corozal District,  Belize;Evelio Tzul;633-1371;;;sarteneja.inmaculada@gmail.com;;2023;-88.138155;18.3540657;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K34105;Sarteneja Nazarene Preschool;Sarteneja Village;Mario Mora;615-5221;;;;;2005;-88.1418114;18.3552006;Corozal;Rural;Preschool;Nazarene Schools;Government Aided;;
K41102;Shalom Mennonite Preschool;Carmelita Village, Orange Walk;David Steinhaver;630-7022;;;davystein3@yahoo.com;;2014;-88.54199195;18.01185113;Orange Walk;Rural;Preschool;Mennonite Schools - Church Group;Private;;
K21015;Shanna M. Banner Preschool;25 Trio Street  Belmopan;Shanna Banner;;;;;;2024;0;0;Cayo;Urban;Preschool;Private Schools;Private;;
K54107;Silk Grass Methodist Preschool;Silk Grass Village, Stann Creek;Terrence Salam;672-4868;;;silkgrassmethodistschool@gmail.com;;2014;-88.33807126;16.88601661;Stann Creek;Rural;Preschool;Methodist Schools;Government Aided;;
K64105;Silver Creek RC  Preschool;Silver Creek Village;Luis Cal;631-1765;639-8312;;Luis.alvin.cal@gmail.com;;2014;-88.890458;16.279107;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Luis Cal;Consuela Choco
K54105;Sittee River Methodist Preschool;Sittee River Village;Stacy Andrews;614-8965;;;sitteerivermethodistschool@gmail.com;;2014;-88.3207051;16.821919;Stann Creek;Rural;Preschool;Methodist Schools;Government Aided;Sylvia Sabal;Neckesha Pratt
K14007;Small World Preschool;2 G St. Kings Park, Belize City;Teresita Wade;635-1380;;;smallworldpresschool.1@gmail.com;;1979;-88.19175416;17.5088046;Belize;Urban;Preschool;Baptist Schools;Government Aided;Lisa Arnold, Teacher;Theresita Wade, Head Teacher
K54003;Solid Rock Christian Academy Preschool;Rivas Estate, PO Box 40, Dangriga;Ysela Aleman;522-0776;604-4033;;sradga@yahoo.com;;1984;-88.22855755;16.95860631;Stann Creek;Urban;Preschool;Assemblies Of God Schools;Government Aided;Shanon Martinez;Patricia Evans
K28101;Spanish Lookout Mission Preschool;Spanish Lookout;Calvin Reimer;670-3172;;;birderric@gmail.com;;2014;-89.01255446;17.28844546;Cayo;Rural;Preschool;Mennonite Schools - Spanish Lookout;Private;Calvin Reimer;Ricky Reimer
K12105;Star Brite Preschool;Poinsettia St., Mitchelle Estate, Ladyville;Lucy Hutchinson;225-2531;;;starbriteladyvlle@gmail.com;;1991;-88.29313452;17.54829504;Belize;Rural;Preschool;Government Schools;Government;;
K10001;Stepping Stones Preschool;# 36 Corner Albert Hoy & Guava St.  Belama Phase 2;Eichill Alamalia;620-2540;;;steppingstonepreschoolbze@gmail.com;;2005;-88.21997532;17.51065882;Belize;Urban;Preschool;Government Schools;Government;Beverly Pook, Principal;
K11016;Sun Flower Preschool;#4 Wood Street St. Belize City;Desiree Myvette;227-5920;;;;;2014;-88.193085;17.495715;Belize;Urban;Preschool;Private Schools;Private;Desiree Myvett;
K64115;Sunday Wood Sunrise Preschool;Sunday Wood Village;Daniel Ishim;661-9695;;;sundaywoodrc@gmail.com;;2014;-89.033344;16.038796;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Mr. Anthony Fuentes;Dionie Rodriguez
K11017;Sunshine Preschool;86 Regent St;Mireille Tillett;636-9569;;;sunshine1preschool123@gmail.com;;1992;-88.1879648;17.48829816;Belize;Urban;Preschool;Private Schools;Private;Karina Jones;Jenine Young
K64108;Sunshine Preschool;San marcos, Toledo;Estevan Ico;606-1768;;;icoestevan@gmail.com;;2014;-88.903861;16.215832;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Estevan Ico;Licela Cho
K30102;Sunshine Preschool- Paraiso GOB;Paraiso Village;Marvilla Lawrence;402-3255;;;;;2004;-88.39463336;18.40985129;Corozal;Rural;Preschool;Government Schools;Government;;
K21012;The Shepherds Academy Preschool;Rivera Road, Belmopan;Carla Marin;824-2113;615-4279;;theshepherdsacademy@gmail.com;;2022;-88.78651582;17.25017344;Cayo;Urban;Preschool;Private Schools;Private;Diana Giesbrecht;Pastor Jose Marin
K64004;Tiny Tots SDA Preschool;Indianville Extention  Punta Gorda Town  Toledo District;Rose Locario;636-2547;;;roselocario@gmail.com;;2011;-88.820455;16.10509;Toledo;Urban;Preschool;Adventist Schools;Government Aided;Rose Odinga;Rose Locario
K61101;Toledo Christian Academy Preschool;8.5 Miles San Antonio Road,   Yemeri Grove  Toledo;Edwardo Chub;722-0266;;;tcaprincipal7@gmail.com;;2014;-88.88914869;16.16210805;Toledo;Rural;Preschool;Private Schools;Private;Edwardo Chub;
K40101;Trial Farm Preschool;San Isidro Street, Trial Farm Village;Nazira Romero;322-2481;;;;;2014;-88.56322477;18.09814363;Orange Walk;Rural;Preschool;Government Schools;Government;;
K60103;Trio Government Preschool;Trio Village, Toledo District;Anselma Woolery;673-9525;;;triogovernment2001@gmail.com;;2015;-88.636284;16.5156931;Toledo;Rural;Preschool;Government Schools;Government;Adon Arzu;Eric Gutierrez
K61107;Twinkle Star Preschool;Jalacte Village;Floriano Chun;607-4406;;;jalactercschool88@yahoo.com;;2008;-89.202056;16.203971;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Floriano Chun;Aleida Velasquez
K23002;UB Academy Pre-Primary School;George Price Blvd  San Martin;Katheline Zuniga;601-1404;;;kzuniga@ub.edu.bz;;2024;0;0;Cayo;Urban;Preschool;Private Schools;Government Aided;Kathleen Zuniga;Patricia Tzul
K52102;United Community Preschool;26 1/2 miles Southern Highway;Sylvia Ogaldez;662-1770;;;unitedcommunity.primary@gmail.com;;2014;-88.4706642;16.6574202;Stann Creek;Rural;Preschool;Government Schools;Government;Anthony Zuniga;Delia Cardona
K14011;Unity Star Child Preschool;109 A Antelope Extension;Carolyn Betson;671-4151;630-3070;;cbetson92@gmail.com;;2007;-88.20656984;17.49697505;Belize;Urban;Preschool;Presbyterian Schools;Government Aided;Carolyn Betson;
K24104;Victorious Nazarene Preschool;San Jose Succotz Village;Shirley Humes;660-5689;627-3084;;principal@vns.edu.bz;;2014;-89.1242145;17.0786647;Cayo;Rural;Preschool;Nazarene Schools;Government Aided;Shirley Humes;Reynelda Vasquez
K14009;Wesley Preschool;1 Chapel Lane;Zydah Cayetano;227-4809;;;wesleypreschoolbz20@yahoo.com;https://www.facebook.com/wesleypreschoolbze/;1967;-88.18768355;17.49112395;Belize;Urban;Preschool;Methodist Schools;Government Aided;;
K34108;Xaibe Preschool;Xaibe Village;Mrs. Margaret Carr;403-5226;;;;;2005;-88.43043873;18.38767595;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K42103;Yo Creek Community Preschool;Yo Creek Village;Claudia Smith;668-9941;;;smithclaudia35@yahoo.com;;1992;-88.6379745;18.0907966;Orange Walk;Rural;Preschool;Government Schools;Government;Claudia Smith;
K13001;Young Women's Christian Association Preschool;119 Corner Freetown Rd & St Thomas Street;Sharie Pook;223-4971;;;bzeywca@gmail.com;;1960;-88.1952224;17.5047627;Belize;Urban;Preschool;Private Schools;Private;Nadine Harris;
