MOE_Code;MOE_Name;Address;Contact Person;Telephone;Telephone_Alt1;Telephone_Alt2;Email;Website;Year Opened;Longitude;Latitude;Area Administrative;Locality;Type;Ownership;Sector;School Administrator 1;School Administrator 2
P17201;La Isla Carinosa Academy Primary;46 Travellers Palm Street  Caye Caulker;Alberto August / Valerie August;607-4114;;;principal@licaacademy.com;;2015;-88.0261763;17.7397693;Belize;Rural;Primary;Private Schools;Private;;
P19401;Ladyville Evangelical Primary;10  1/4  Miles Phillip Goldson Highway;Elia Lucia Chi;225-2223;;;ladyvillevangelical@yahoo.com;;1965;-88.3101871;17.5560136;Belize;Rural;Primary;U.E.C.B Schools;Government Aided;;
P14451;Ladyville SDA Primary;Corner Mamie & Perez St., Ladyville;Idelfonso Acosta;205-2409;613-5886;;ladyvillesdasch.adm@gmail.com;;2014;-88.2956856;17.5512126;Belize;Rural;Primary;Adventist Schools;Government Aided;Gloria Alvarez;
P60201;Laguna Government Primary;Laguna Village;Belinda Ann Coleman;654-2526;;;lagunagovtsch@gmail.com;;2014;-88.938926;16.166292;Toledo;Rural;Primary;Government Schools;Government;Belinda Ann Coleman;Marisela Requena
P33401;Libertad Methodist Primary School;Libertad Village;Marie Nunez;667-9232;;;libertadmethodist@gmail.com;;1954;-88.45572296;18.30502436;Corozal;Rural;Primary;Methodist Schools;Government Aided;;
P31406;Libertad RC Primary School;Libertad Village;Esteban Pasos;600-5118;;;libertadrcs@gmail.com;;1930;-88.4548;18.30565;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P34402;Libertad SDA Primary School;Libertad Village;Anjony Canul;634-4982;;;adilibskul@gmail.com;;2014;-88.4546444;18.30507008;Corozal;Rural;Primary;Adventist Schools;Government Aided;;
P59401;Light of the Valley Baptist Primary;18.5 miles Stann Creek Valley Road;Desiree Pascual;606-8397;;;schoolleader@lotvbs.edu.bz;;2014;-88.4501321;17.0026135;Stann Creek;Rural;Primary;Baptist Schools;Government Aided;;
P48402;Lighthouse Mennonite Primary School;San Antonio Road  Orange Walk;Mary LaRochelle;668-2912;;;dkm1995@gmail.com;;2014;-88.5732989;18.0805329;Orange Walk;Urban;Primary;Mennonite Schools - Church Group;Private;Jon Stutzman;Mary LaRochelle
P47101;Linda Vista Primary;Linda Vista, PO Box 2, OW Town;Nancy Rempel;323-0204;670-6590;;lvsbluecreek@gmail.com;https://lindavistaschool.wixsite.com/belize;2014;-88.90067932;17.89792183;Orange Walk;Rural;Primary;Mennonite Schools - Church Group;Private;Nancy Rempel;
P38401;Little Belize Mennonity Community Primary;-;Wilhelm Thiessen;655-5699;;;;;2014;-88.404742;18.20905;Corozal;Rural;Primary;Mennonite Schools - H&B;Private;;
P61403;Little Flower RC Primary;Forest Home Village;Mateo Palma;613-3776;;;littleflowerrc2020@gmail.com;;2014;-88.822948;16.135152;Toledo;Rural;Primary;Catholic Schools;Government Aided;Julieta Paquiul;
P17007;Living Hope Preparatory School;7088 Maskall Street, Racoon Street Extension;Rev. Natalie Dawn Bowen;207-0139;;;livinghopesch@yahoo.com;;2003;-88.202257;17.492866;Belize;Urban;Primary;Private Schools;Private;Terri Westby;
P60401;Living Word Primary;Boom Creek Village, PO Box 90, PG;Omar Selgado;632-7820;;;livingwordgovtschool@gmail.com;;2014;-88.910636;16.076112;Toledo;Rural;Primary;Government Schools;Government;Ruth Coleman;Alice Mangar
P20102;Los Tambos Government Primary;Los Tambos Village;Demetria Lilia Reyes;650-9998;;;lilsreyes@yahoo.com;;2014;-89.0089457;17.3273833;Cayo;Rural;Primary;Government Schools;Government;Demetria Lilia Reyes;Steven Zuniga
P40001;Louisiana Government Primary;Corner Zericote & Flamboyant Street;Deborah Palacio;322-2684;;;palaciodeborah@yahoo.com;;1988;-88.56283762;18.0729626;Orange Walk;Urban;Primary;Government Schools;Government;;
P31407;Louisville RC Primary School;Louisville Village;;602-0415;;;louisvillercschool@gmail.com;;1954;-88.50963896;18.31995322;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P28205;Lower Barton Creek Primary;Lower Barton Creek;Henry Thiessen;;;;;;2014;-88.93294814;17.15643653;Cayo;Rural;Primary;Mennonite Schools - H&B;Private;Henry Reddicopp;
P10201;Lucky Strike Government Primary;30.5 miles Old Northern Highway;Janeen St. Benard;615-5342;;;luckystrikegovernment@gmail.com;;1939;-88.32019553;17.78191457;Belize;Rural;Primary;Government Schools;Government;Janeen St. Bernard;
P60205;Mabil Ha Government Primary;Mabilha Village;Arci Cal;620-7944;;;mabilhagov20@gmail.com;;2014;-89.088083;16.101889;Toledo;Rural;Primary;Government Schools;Government;Jose Cuc;
P61109;Machakilha RC Primary;Machakilha Village;Desiderius Bol;6307700;;;desbol983@gmail.com;;2014;-89.190573;15.941495;Toledo;Rural;Primary;Catholic Schools;Government Aided;Desiderius Bol;
P63402;Mafredi Methodist Primary;Mafredi Village;Nolberto Rodriguez;608-0709;;;mafredimeth@gmail.com;;2014;-88.99248725;16.24439481;Toledo;Rural;Primary;Methodist Schools;Government Aided;Mr. Nolberto Rodriguez;Mr. Leon Coc
P31003;Mary Hill RC Primary School;San Andres Road,  Town;Guillermo Pech;402-2567;;;maryhillrc@gmail.com;;1977;-88.4021072;18.3894977;Corozal;Urban;Primary;Catholic Schools;Government Aided;;
P50301;Maya Mopan Government Primary;Maya Mopan Village  Stann Creek District;Magnolia Pop;635-8611;;;mopanprimay@gmail.com;;2000;-88.5208443;16.6609704;Stann Creek;Rural;Primary;Government Schools;Government;Ewart Caballero;
P60203;Medina Bank Government Primary;36 miles Southern Highway, Medina Bank;Augustine Lara;631-9997;662-9821;;medinabk.gov@gmail.com;;2014;-88.74388;16.442099;Toledo;Rural;Primary;Government Schools;Government;Howard Reyes;
P48103;Mennoniten Gemeinde Indian Creek School;Camp 57  Indian Creek;Lisa Friesen;666-6721;;;;;2017;-88.72056945;17.74117774;Orange Walk;Rural;Primary;Mennonite Schools - H&B;Private;;
P60103;Midway Government Primary;Midway Village;Primo Tush;625-4090;;;cousintush@gmail.com;;2014;-88.955322;16.0617295;Toledo;Rural;Primary;Government Schools;Government;Vicente Bolon;
P20103;More Tomorrow Government Primary;More Tomorrow Village    Cayo District;Dominina Pop;615-5017;662-6347;;;;2014;-88.69517;17.34869;Cayo;Rural;Primary;Government Schools;Government;Sara Cobb;
P57003;Moriah Learning Center Primary;Independence Village  Stann Creek District;Melva McDonald;610-9649;;;marthann40@yahoo.com;;2024;-88.4172767;16.5328038;Stann Creek;Rural;Primary;Private Schools;Private;Melva McDonald;
P17011;Mother of Mercy Montessori Primary School;2 1/2 Miles Philip Goldson Highway;;223-7073;;;mercymontessoribz@gmail.com;;2021;-88.21858767;17.51318904;Belize;Urban;Primary;Catholic Schools;Private;;
P21002;Mount Carmel Primary;10 Diaz St., Benque Viejo del Carmen;Melvin Manzanero;8233103;;;mountcarmelprimary@yahoo.com;;1963;-89.13788282;17.0739982;Cayo;Urban;Primary;Catholic Schools;Government Aided;Melvin Manzanero (Principal);Cordelia Cooch (Secretary)
P28103;Mountain View Mennonite Primary School;Bird Walk Community;Samuel Cal & David Penner;;;;;;2014;-89.08034405;17.1524776;Cayo;Rural;Primary;Mennonite Schools - H&B;Private;Samuel Kal;
P19004;Muslim Community Primary;Corner Central American Blvd & Faber's Rood  Belize City  Belize;Martha Sacasa;227-5589;;;muslimschoolprincipal@gmail.com;;1978;-88.200574;17.48878;Belize;Urban;Primary;Sister Clara Muhammed;Government Aided;;
P60101;Na Luum Ca Government Primary School;Na Luum Ca Village;Abelino Oh;651-0819;;;naluumcagovernmentschool@gmail.com;;2014;-89.080682;16.286352;Toledo;Rural;Primary;Government Schools;Government;Primo Tush;
P48202;Neuland Mennonite Community Primary;-;;;;;;;2014;-88.24238329;18.05893038;Orange Walk;Rural;Primary;Mennonite Schools - H&B;Private;;
P58401;Neuland Mennonite Community Primary;Neuland Community  Stann Creek District;Abram Friesen;;;;;;2014;-88.52049277;16.59078489;Stann Creek;Rural;Primary;Mennonite Schools - H&B;Private;Abram Friesen;
P14003;New Horizon SDA Primary School;Escalante Subdivision  San Pedro Town  Belize C.A;Elizabeth Sansores;2062552;;;newhorizonsanpedro@gmail.com;;1997;-87.978804;17.903028;Belize;Urban;Primary;Adventist Schools;Government Aided;;
P20106;New Life Government Primary-CYO;Duck Run 1 Village  Spanish Lookout  Cayo District;Benedicto Mengibar;601-7802;;;newlifegov2004@gmail.com;;2004;-89.0195925;17.2195085;Cayo;Rural;Primary;Government Schools;Government;Ben Menjibar;
P49003;New Life Presbyterian Primary;Holy Trinity & Tate Street;Ruth Ku;610-6019;;;newlifeschool8@gmail.com;;2014;-88.5626669;18.0928431;Orange Walk;Urban;Primary;Presbyterian Schools;Government Aided;;
P41403;Nuevo San Juan RC Primary;Nuevo San Juan Village;Isaias Blanco;624-3782;;;elisagrisalamilla@gmail.com;;2013;-88.578292;18.226415;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;Isaias Blanco;
P29401;Ontario Christian Primary;56 miles George Price Highway;Sandra Escalante;802-2951;671-0971;;ontariochristianschool92@yahoo.com;;1981;-88.8899186;17.2265739;Cayo;Rural;Primary;Ontario Christian;Government Aided;Abelinda Valdez;Alpha Ramos
P61301;Our Lady of Bella Vista RC Primary;Bella Vista Village;Vincent Nunez;670-3258;;;ladyvista2020@gmail.com;;1996;-88.5340734;16.5093409;Toledo;Rural;Primary;Catholic Schools;Government Aided;Saira Gutierrez;Nehemiah Chub
P41201;Our Lady of Fatima RC Primary;Douglas Village;Gilgardo Arcurio;6316482;;;e.fabianrodriguez36@gmail.com;;2014;-88.567239;18.08223;Orange Walk;Urban;Primary;Catholic Schools;Government Aided;;
P21405;Our Lady of Fatima RC Primary-CYO;Roaring Creek Village;Marlenia Herrera;802-0513;;;rcfatima52@yahoo.com;;1952;-88.7922639;17.2595782;Cayo;Rural;Primary;Catholic Schools;Government Aided;Marlenia Herrera;Ana Valladarez
P31401;Our Lady of Guadalupe RC Primary School;Altamira, Corozal Town;Emmanuel J. Gonzalez;605-7561;;;guadalupercschool@gmail.com;;1989;-88.3834572;18.4021551;Corozal;Rural;Primary;Catholic Schools;Government Aided;Emmanuel Gonzalez;
P21008;Our Lady of Guadalupe RC Primary-CYO;East Ring Road;Teresita Sosa;822-0781;615-9199;;info@ologrcprimary.edu.bz;;1998;-88.76365421;17.24926728;Cayo;Urban;Primary;Catholic Schools;Government Aided;Mrs. Margarita Martinez;Mrs. Teresita Sosa
P11202;Our Lady of Lourdes RC Primary;Maskall Village;German A. Ramirez;613-3128;;;olls_maskall@yahoo.com;;2014;-88.313076;17.881997;Belize;Rural;Primary;Catholic Schools;Government Aided;;
P61106;Our Lady of Sorrows R.C Primary;Dolores Village;Pablo Xi;661-0015;;;pablootoxha@gmail.com;;1980;-89.21158215;15.98958548;Toledo;Rural;Primary;Catholic Schools;Government Aided;Miguel Pan;Hermelinda Tush
P11403;Our Lady of the Way Primary;9 1/4 Miles Phillip Goldson Highway  Ladyville, Belize District;Denise Neal;637-8087;;;olowrc@hotmail.com;;1942;-88.297967;17.548532;Belize;Rural;Primary;Catholic Schools;Government Aided;Denise Neal;Doreth Alvarez
P19402;Pancotto Primary;Sand Hill Village  Belize District;Yolanda Davis;225-5143;;;pancottoprimarybz@gmail.com;;1954;-88.3686216;17.6308428;Belize;Rural;Primary;Methodist Protestant Schools;Government Aided;Yolanda Davis;
P30403;Paraiso Government Primary School;Paraiso Village;Mr. Joel Valdez;678-2741;;;paraiso.government.school@gmail.com;;1985;-88.39463336;18.40985129;Corozal;Rural;Primary;Government Schools;Government;;
P31408;Patchakan RC Primary School;Patchakan Village;Teobalda Ruiz;605-0740;666-7459;;patchakanrc@gmail.com;;2013;-88.47301758;18.40201008;Corozal;Rural;Primary;Catholic Schools;Government Aided;Teobalda Ruiz;Erlwin Quan
P18460;Pilgrim Fellowship Mennonite Primary;16 miles George Price Highway, Hattieville;Arlette Mossiah;611-6011;;;pilgrimfms23@gmail.com;;1974;-88.397733;17.452039;Belize;Rural;Primary;Mennonite Schools - Church Group;Private;Louis Ysaguirre;
P68401;Pine Hill Mennonite Community;Pine Hill Mennonite Community  Toledo District;Abraham Penner;;;;;;2006;-88.83112224;16.24699369;Toledo;Rural;Primary;Mennonite Schools - H&B;Private;David Wall;
P57201;Placencia Elementary Ltd. Primary;Sunset Point  Placencia Village  SC District;Lorette Logan;523-3828;628-4635;;llogan@peninsulaacademy.net;;2013;-88.3679543;16.5130961;Stann Creek;Rural;Primary;Private Schools;Private;Loretta Logan;Loretta Logan
P39450;Presbyterian Day Primary School;Cristo Rey Village /PO Box 274;;620-4591;;;trinbeth76@gmail.com;;1976;-88.49613895;18.34980796;Corozal;Rural;Primary;Presbyterian Schools;Government Aided;;
P31103;Progresso RC Primary School;Progresso Village;Blanca Cowo;665-3360;;;progresorc@yahoo.com;;2014;-88.40945715;18.23599445;Corozal;Rural;Primary;Catholic Schools;Government Aided;Blanca Cowo;Carolina Duran
P34403;Progresso Zills SDA Primary;Progresso Village, Corozal District;Wilbert Tamay;630-3500;625-7548;;zillssdaschool@gmail.com;;1973;-88.40501605;18.23560771;Corozal;Rural;Primary;Adventist Schools;Government Aided;Julio Contreras;
P63001;Punta Gorda Methodist Primary;Front Street, Punta Gorda Town;Florence Ramclam;702-2463;;;pgms2011@yahoo.com;;2014;-88.801299;16.101592;Toledo;Urban;Primary;Methodist Schools;Government Aided;Florence Ramclam;Doris Lopez
P27002;QSI International School of Belize;11/13 Dean Crescent  University Heights  Belmopan;Linda Souders;832-2666;;;linda-souders@qsi.org;www.qsi.org;2011;-88.761395;17.237347;Cayo;Urban;Primary;Private Schools;Private;Linda Souders;
P12004;Queen Square Anglican Primary;1 Armadillo Street, Belize City;Bernadine Conorquie;227-2478;;;queensquare@btl.net;;1967;-88.1944353;17.49048;Belize;Urban;Primary;Anglican Schools;Government Aided;Bernadine Conorquie;Josephine Gabourel
P19005;Queen Street Baptist Primary School;# 1 Corner Eve & Queen Street, Belize City;Patricia Wade;227-7626;632-5687;;qsbs2020@gmail.com;;1828;-88.183864;17.497816;Belize;Urban;Primary;Baptist Schools;Government Aided;Lavern Gillett;Karema Roca
P30404;Ranchito Government Primary School;Ranchito Village  Corozal District;Yesenia Tun;638-4645;;;ranchitogovt@gmail.com;;1972;-88.4122235;18.3796863;Corozal;Rural;Primary;Government Schools;Government;;
P25401;Raymond Sheppard Nazarene Primary School;Roaring Creek Village;Anna Serano;802-2947;615-3768;;raymondsheppardnazarene72@gmail.com;;2013;-88.7915227;17.2585413;Cayo;Rural;Primary;Nazarene Schools;Government Aided;Anna Arana;Brandon Lopez
P56302;Red Bank Christian School;Red Bank Village  Stann Creek District    Belize;Ofelia Chaic;655-0481;;;redbankchristian@gmail.com;;1983;-88.56008;16.61964;Stann Creek;Rural;Primary;Assemblies Of God Schools;Government Aided;ofelia chiac;Alberto Coc
P28401;Red Creek Mennonite Primary School;Esperanza Village  Red Creek   Cayo   Belize;Jonathan D Yoder;671-4460;;;redcreekprivateschool@gmail.com;;2014;-89.04976;17.17381;Cayo;Rural;Primary;Mennonite Schools - Church Group;Private;JD Yoder;
P51302;Richard Quinn RC Primary School;Georgetown Village;Desmond Ramirez;614-5811;;;richardquinnrc@gmail.com;;1995;-88.50952111;16.65261144;Stann Creek;Rural;Primary;Catholic Schools;Government Aided;Adette Garcia;
P28208;Riverside Primary School;Lower Barton Creek;Henry Reddicopp;;;;;;2014;-88.92960903;17.1486932;Cayo;Rural;Primary;Mennonite Schools - H&B;Private;;
P28102;Rose Glen Primary School;Route #40  Spanish Lookout  Cayo District;Betty Thiessen;650-0248;;;roseglenschool@gmail.com;;2000;-89.0116314;17.27268181;Cayo;Rural;Primary;Mennonite Schools - Spanish Lookout;Private;Betty Thiessen;
P58402;Rose Ville Community;Rose Ville Community;Mr. harder;;;;;;2013;-88.59272755;16.63897278;Stann Creek;Rural;Primary;Mennonite Schools - H&B;Private;Mr. Harder;
P51004;Sacred Heart RC Primary School;77 Sisters Of Holy Family Avenue;Loretta Lucas;522-3907;;;sacredheartschool1898@gmail.com;;1989;-88.22269528;16.9725543;Stann Creek;Urban;Primary;Catholic Schools;Government Aided;Philippa Hulett;Venice Lambey
P61105;Sacred Heart RC Primary School;Crique Sarco Village;Calistro Bo;653-4116;;;bocalistro4@gmail.com;;2013;-89.105606;15.984;Toledo;Rural;Primary;Catholic Schools;Government Aided;Calistro Bo;
P21005;Sacred Heart RC Primary School-CYO;Church Street, San Ignacio Town;Catherine Welch;824-2183;620-1028;;sacredheartprimary@yahoo.com;;2014;-89.07204999;17.15722596;Cayo;Urban;Primary;Catholic Schools;Government Aided;Catherine Welch;Brenda Chiac
P12304;Saint Agnes Anglican Primary School;La Democracia/Mahogany Heights;Stephen White;613-5845;;;stagnesanglicanschool@gmail.com;;1969;-88.55092;17.343375;Belize;Rural;Primary;Anglican Schools;Government Aided;Michelle Turton;
P51201;Saint Alphonsus RC Primary;Seine Bight Village;Lorris Moreira;665-3852;;;stalphonsusrc51201@gmail.com;;2013;-88.36658;16.56613;Stann Creek;Rural;Primary;Catholic Schools;Government Aided;Loris  Moreira;Monique Guzman
P22001;Saint Andrew Anglican Primary School;72 West Street, San Ignacio;Sharee Gutierrez;824-2991;601-4942;;st.andrews_anglican@yahoo.com;;2014;-89.07193407;17.162648;Cayo;Urban;Primary;Anglican Schools;Government Aided;Sharee Gutierrez;
P22002;Saint Ann's Anglican Primary School;Independence Park Area, Belmopan;Alexander Locario;802-0445;638-8786;;st.anna2017@gmail.com;;2008;-88.7686522;17.2498284;Cayo;Urban;Primary;Anglican Schools;Government Aided;Lizette James;Chantel Petzold
P51404;Saint Augustine RC Primary School;23 miles Hummingbird Highway;Ellorine Jackson;614-6054;;;staugustine231@gmail.com;;2014;-88.51212;17.02708;Stann Creek;Rural;Primary;Catholic Schools;Government Aided;Ernestine Jackosn;Lolrena Cruz
P22402;Saint Barnabas Anglican Primary School;Central Farm;Joyce Jones Hall;650-4668;601-9647;804-2726;stbarnabasanglican65@gmail.com;;1948;-89.00141388;17.1865311;Cayo;Rural;Primary;Anglican Schools;Government Aided;Joyce Hall;Nichelle Logan
P61003;Saint Benedict RC Primary;Toledo Hope/Indianville, Punta Gorda Town;Raymond Coleman;670-6471;;;school_st.benedict@yahoo.com;;2004;-88.8175708;16.104267;Toledo;Urban;Primary;Catholic Schools;Government Aided;Claret Jacobs;Zita Wewe Pate
P60105;Saint Cuthberts Primary School;Punta Negra Village;Joel Coc;663-5194;;;st.cuthbertgs@gmail.com;;2014;-88.544527;16.272939;Toledo;Rural;Primary;Government Schools;Government;Joel Coc;
P21407;Saint Edmund Campion Primary School;Teakettle Village;Gilbert Middleton;633-6406;633-0426;;stedmundcampion51@gmail.com;;1951;-88.8571977;17.2250142;Cayo;Rural;Primary;Catholic Schools;Government Aided;Esmeralda Can;Shalina Castana
P31002;Saint Francis Xavier Primary School;Corner 4th Avenue & 1st St. North;Mr. Jesus Babb/ Mr. Nestor Yam;422-2521;;;st.francisxavierschoolczl@gmail.com;;2014;-88.38581614;18.39089699;Corozal;Urban;Primary;Catholic Schools;Government Aided;;
P21408;Saint Francis Xavier RC Primary School-CYO;Esperanza Village,;Diana Askari;824-3155;601-1116;;stfrancisxaviercayo@gmail.com;;1950;-89.03596134;17.18062135;Cayo;Rural;Primary;Catholic Schools;Government Aided;Diana Askari (Principal);
P22401;Saint Hilda's Anglican Primary School;Georgeville Village;Jane Martinez;631-8724;804-4444;;sthildasanglican@gmail.com;;1996;-88.97925;17.19352;Cayo;Rural;Primary;Anglican Schools;Government Aided;Jane Martinez;Indira Spain
P11007;Saint Ignatius RC Primary School;75 Euphrates Avenue, Belize City;Lureen Ciego;227-0058;;;nashusschool@gmail.com;;1925;-88.19226641;17.49181137;Belize;Urban;Primary;Catholic Schools;Government Aided;Oren Romero;Lureen Ciego
P61103;Saint John the Baptist RC Primary School;Conejo Creek Village;Anthony Fuentes;629-2440;;;anthonyfuentes01@gmail.com;;2014;-89.001404;16.047898;Toledo;Rural;Primary;Catholic Schools;Government Aided;Daniel Ishim;
P11008;Saint John Vianney Primay School;289 Fabers Road, Belize City;Ruth Usher;227-4844;;;stjohnvianneyrcschool@gmail.com;;1984;-88.19853386;17.48762349;Belize;Urban;Primary;Catholic Schools;Government Aided;Ruth Usher;Felix Sutherland
P12006;Saint John's Anglican Primary School;1 Amara Avenue;Darlene Belgrave;227-3410;;;stjohnsanglicanprimary@btl.net;;1900;-88.19240187;17.48887096;Belize;Urban;Primary;Anglican Schools;Government Aided;Darlene Belgrave;Claudette Reyes
P52201;Saint John's Memorial Anglican Primary School;Placencia Village;Marita Rowland;523-3170;610-6502;;st.johnsmemorial@gmail.com;;2014;-88.3702958;16.5212091;Stann Creek;Rural;Primary;Anglican Schools;Government Aided;Stephen Whyte;Marita Rowland
P21403;Saint Joseph RC - Cotton Tree;Cotton Tree Village, Cayo District;Joycelyn Coleman;627-8928;630-1428;802-0252;stjosephrc.school@gmail.com;;2013;-88.71113398;17.27624414;Cayo;Rural;Primary;Catholic Schools;Government Aided;Joycelyn Coleman;Carolina Martinez
P11011;Saint Joseph RC Primary;3 St. Joseph & Simon Lamb Streets;Claudia Avilez;223-1772;;;stjosephrcschool@yahoo.com;;2014;-88.19197912;17.50412008;Belize;Urban;Primary;Catholic Schools;Government Aided;;
P61102;Saint Joseph RC Primary School;Barranco Village;Loma Rodriguez;608-9165;;;lomarodriguez@yahoo.com;;1943;-88.918495;15.999285;Toledo;Rural;Primary;Catholic Schools;Government Aided;Loma Rodriguez;
P21103;Saint Joseph RC-Duck Run 2;Duck Run 2, Spanish Lookout;David Cabb Jr.;620-8869;;;stjosephdr2@yahoo.com;;1984;-89.02372167;17.24210234;Cayo;Rural;Primary;Catholic Schools;Government Aided;David Cabb Jr.;
P51403;Saint Jude RC Primary School;Maya Center Village  15 Miles, southern Highway  Stann Creek;Sadie Coleman;635-6561;;;stjude.mayacenter@gmail.com;;2014;-88.3814957;16.7983079;Stann Creek;Rural;Primary;Catholic Schools;Government Aided;Liberato Saqui;Edwardo Pop
P21402;Saint Jude RC Primary School-CYO;Camalote Village;Shevon Ramirez;614-9707;;;st.juderc.school@gmail.com;;1992;-88.8248689;17.243563;Cayo;Rural;Primary;Catholic Schools;Government Aided;Shevon Ramirez;Salamarie Longsworth
P13004;Saint Luke Methodist Primary;Mahogany Street, Belize City;Jacqueline Linch;222-4301;;;stlukebz@yahoo.com;;2014;-88.20008709;17.50100318;Belize;Urban;Primary;Methodist Schools;Government Aided;Mrs. Jacqueline Lynch;
P21406;Saint Margaret Mary RC Primary School;St. Margaret Village, Mile 32 Hummingbird Highway, Cayo Dist;Mrs. Patricia Perez;636-6641;;;stmargaretmaryrcschool@gmail.com;;1991;-88.61246113;17.08976851;Cayo;Rural;Primary;Catholic Schools;Government Aided;Patricia Perez;Marcos Ad
P28402;Saint Margaret's Christian Day Primary;St. Margaret Village,  Cayo District;Victor Barrera;635-5249;;;septemberof2012@gmail.com;;2021;-88.61173062;17.08904396;Cayo;Rural;Primary;Mennonite Schools - Church Group;Private;Laban Kropf;Benjamin Schrock
P61110;Saint Mark's RC Primary School;Otoxha Village;Olario Ical;;;;stmarks1960@gmail.com;;2014;-89.18041;16.02241;Toledo;Rural;Primary;Catholic Schools;Government Aided;;
P11012;Saint Martin de Porres Primary School;Partridge Street, Belize City;Dawn Wade;675-4457;;;st.martindeporresschool@gmail.com;;1966;-88.20095059;17.49932701;Belize;Urban;Primary;Catholic Schools;Government Aided;Anne Palacio;Teresita Tillett
P21409;Saint Martin De Porres RC Primary School-CYO;Blackman Eddy Village;Sandra Cocom;676-9585;;;stmartindeporrc@yahoo.com;;2014;-88.91261328;17.22512812;Cayo;Rural;Primary;Catholic Schools;Government Aided;Bartolo Tuyub;Sandra Cocom
P20402;Saint Martin's Government Primary School;Cemetery Road, Salvapan  City of Belmopan;Mrs. Margaret Enriquez;822-1017;;;stmartinsgov@btl.net;;1985;-88.75874;17.251379;Cayo;Rural;Primary;Government Schools;Government;Margaret Enriquez;Pedro Cano
P12008;Saint Mary's Anglican Primary School;1 Angel Lane, Belize City;Rae Elizabeth Garay;207-3352;;;stmarys329@gmail.com;;1994;-88.18431715;17.49564532;Belize;Urban;Primary;Anglican Schools;Government Aided;Rae Garay (Principal);Carol Flowers (VP)
P52402;Saint Matthew's Anglican Primary School;Pomona Village;Anna Mae Ferguson;502-3589;;;stmatthew.anglican3589@gmail.com;;2014;-88.36676786;16.99555047;Stann Creek;Rural;Primary;Anglican Schools;Government Aided;Annamay Ferguson;Alexander Gonzales
P20403;Saint Matthew's Government Primary School;38 miles George Price Highway;Shakeyra Berry;610-9234;636-2292;;smgovtschool@yahoo.com;;2014;-88.64609264;17.27657462;Cayo;Rural;Primary;Government Schools;Government;Michelle  Murray;Shakeyra Berrry
P21404;Saint Michael RC Primary;Monja Blanca St.,   Las Flores  Belmopan;Joan Sanchez;662-4369;629-2540;;stmichaelrc85@gmail.com;;1985;-88.77944361;17.23463967;Cayo;Urban;Primary;Catholic Schools;Government Aided;Joan Sanchez;Maria Elsa Reyes Cruz
P41203;Saint Michael RC Primary;San Felipe Village;Armando Peralta ( Acting Pr.Pablo Peralta);636-1832;662-7908;;stmichaelow@gmail.com;;2014;-88.77296322;17.8729365;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;;
P21106;Saint Oscar Romero RC Primary School;Valley of Peace Village;Judith Melgar;665-7701;809-2009;;monsignorromerorc@gmail.com;;1982;-88.8348297;17.3363676;Cayo;Rural;Primary;Catholic Schools;Government Aided;Mr. Johnny H. Valencia;Miss Judith Melgar
P32001;Saint Paul's Anglican Primary School;Corner 4th Avenue & 5th St. South;Nancy Z Aguilar;610-2194;;;stpaulsanglicanschool@gmail.com;;2015;-88.38893;18.38881;Corozal;Urban;Primary;Anglican Schools;Government Aided;;
P61408;Saint Paul's RC Primary School;San Pablo Village, Toledo District;Pablo Acal;674-5857;;;stpaulrcsp@gmail.com;;2014;-88.57989;16.61176;Toledo;Rural;Primary;Catholic Schools;Government Aided;Juan Sho;Cristino Acal
P61002;Saint Peter Claver Primary School;60 Main Street, Punta Gorda Town;Sharon Lucas;702-2027;;;peterclaverschool@yahoo.com;;1862;-88.805684;16.097638;Toledo;Urban;Primary;Catholic Schools;Government Aided;Telesforo Paquiul;Cindy Martinez
P42001;Saint Peter's Anglican Primary School;9 St. Peter's Street, OW Town;Rossana Brieno;322-2160;;;stpeteranglicanschool@gmail.com;;2014;-88.561989;18.082147;Orange Walk;Urban;Primary;Anglican Schools;Government Aided;Rossana Briceno;Francelia Cantun
P62102;Saint Stephen's Anglican Primary School;Monkey River Village;Kasia Gordon;662-1117;636-0436;;ststephensanglican8@gmail.com;;2014;-88.48554268;16.36225527;Toledo;Rural;Primary;Anglican Schools;Government Aided;Kasia Gordon;Keely Flowers
P11404;Saint Therese RC Primary School;Burrell Boom Village;Marika Baizer;615-0818;;;st.thereseromancatholic@gmail.com;;2006;-88.40152158;17.56883699;Belize;Rural;Primary;Catholic Schools;Government Aided;Evadney Young;Marika Baizar
P21411;Saint Vincent Pallotti RC  Primary School;Unitedville Village  Cayo District;Luis Oliva;671-4315;670-4543;;stvincent.pallotti@yahoo.com;;2014;-88.94246;17.20926;Cayo;Rural;Primary;Catholic Schools;Government Aided;Luis Oliva (Principal);Yesenia Altamirano
P30405;San Antonio Government Primary School;San Antonio Village;Nicasio Gonzalez;604-6277;;;sanantonio.gov.school@gmail.com;;2014;-88.39945084;18.40240233;Corozal;Rural;Primary;Government Schools;Government;Nicasio Gonzalez;
